,Route Description,Geography Code,STANOX,TIPLOC
714,East Midlands,44207,44207,HBRTBDG
715,East Midlands,44212,44212,BOSTON
716,East Midlands,44223,44223,TCULVRT
717,East Midlands,44225,44225,WAINFLT
718,East Midlands,44228,44228,HAVENHS
719,East Midlands,44231,44231,SKEGNES
720,East Midlands,44302,44302,NWRKCAS
721,East Midlands,44303,44303,NWRKCEJ
722,East Midlands,44511,44511,BOTESFD
723,East Midlands,44514,44514,ELTON
724,East Midlands,44517,44517,ASLCKTN
725,East Midlands,45008,45008,STAMFD
726,East Midlands,46014,46014,SPALDNG
727,East Midlands,55095,55095,NWSTEAD
728,East Midlands,55098,55098,HUCKNAL
729,East Midlands,55111,55111,BSTWDPJ
730,East Midlands,55116,55116,BULWELL
731,East Midlands,55120,55120,RADFDJ
732,East Midlands,55202,55202,ATNBRO
733,East Midlands,55212,55212,BESTON
734,East Midlands,55213,55213,BESTNSJ
735,East Midlands,55221,55221,NTNGMJN
736,East Midlands,55247,55247,NTNG
737,East Midlands,55404,55404,LOGHHOH
738,East Midlands,55497,55497,CRTN
739,East Midlands,55499,55499,BRTJYC
740,East Midlands,55501,55501,LOWDHAM
741,East Midlands,55503,55503,THRGRTN
742,East Midlands,55505,55505,BLEASBY
743,East Midlands,55507,55507,FISKRTN
744,East Midlands,55509,55509,ROLSTN
745,East Midlands,55511,55511,STYTHPX
746,East Midlands,55603,55603,NTHRFLD
747,East Midlands,55623,55623,RADNOT
748,East Midlands,55625,55625,BINGHAM
749,East Midlands,56101,56101,CLAYXNJ
750,East Midlands,56127,56127,ALFRETN
751,East Midlands,56221,56221,MFLDWSE
752,East Midlands,56225,56225,MFLDTWN
753,East Midlands,56237,56237,STTNPWY
754,East Midlands,56243,56243,KRKYCEN
755,East Midlands,56524,56524,LGML
756,East Midlands,56547,56547,ILKES
757,East Midlands,56548,56548,ILKESJN
758,East Midlands,56596,56596,LNGEATN
759,East Midlands,56598,56598,SHEETSJ
760,East Midlands,56604,56604,TRENTL
761,East Midlands,56625,56625,CDON
762,East Midlands,56650,56650,EMPKWAY
763,East Midlands,57004,57004,MATLOCK
764,East Midlands,57007,57007,MATLCKB
765,East Midlands,57009,57009,CROMFD
766,East Midlands,57011,57011,WATSTND
767,East Midlands,57013,57013,AMBERGT
768,East Midlands,57111,57111,BELPER
769,East Midlands,57114,57114,DUFIELD
770,East Midlands,57403,57403,DRBY
771,East Midlands,57408,57408,DRBYCHC
772,East Midlands,57419,57419,DRBYSMS
773,East Midlands,57435,57435,SPDN
774,East Midlands,57452,57452,PEARTRE
775,East Midlands,57458,57458,STSNJN
776,East Midlands,57459,57459,NSJDRBY
777,East Midlands,57471,57471,TUTBURY
778,East Midlands,57604,57604,WLNTNON
779,East Midlands,57712,57712,BURTNOT
780,East Midlands,59002,59002,LOGHBRO
781,East Midlands,59009,59009,BAROWOS
782,East Midlands,59017,59017,SILEBY
783,East Midlands,59022,59022,SYSTNSJ
784,East Midlands,59024,59024,SYSTON
785,East Midlands,59125,59125,MLTNSDG
786,East Midlands,59135,59135,OAKHAM
787,East Midlands,59241,59241,LESTER
788,East Midlands,59285,59285,WGSTS
789,East Midlands,59301,59301,NARBRO
790,East Midlands,59318,59318,HINCKLY
791,East Midlands,59321,59321,WGSTNNJ
792,East Midlands,59331,59331,KLBYBDG
793,East Midlands,59401,59401,MRKTHRB
794,East Midlands,60011,60011,CORBY
795,East Midlands,60011,60011,CORBTOC
796,East Midlands,60011,60011,CORBROC
797,East Midlands,60011,60011,CORBLEW
798,East Midlands,60011,60011,CORBOAK
799,East Midlands,61009,61009,KETR
800,East Midlands,61011,61011,HRWDENJ
801,East Midlands,61100,61100,WLNGBRO
802,East Midlands,62008,62008,BEDFDN
803,East Midlands,62011,62011,BEDFDM
804,East Midlands,62201,62201,FLITWCK
805,East Midlands,62203,62203,HRLG
806,East Midlands,62209,62209,LEAGRVJ
807,East Midlands,62211,62211,LEAGRVE
808,East Midlands,62400,62400,LUTON
809,East Midlands,62410,62410,LUTOAPY
810,East Midlands,62422,62422,HRPNDN
811,East Midlands,62423,62423,HRPNDNJ
812,East Midlands,63201,63201,STALBCY
813,East Midlands,63208,63208,RADLETT
814,East Midlands,63209,63209,RADLETJ
815,East Midlands,63212,63212,ELTR
816,East Midlands,63214,63214,MLHB
817,East Midlands,63252,63252,HDON
818,East Midlands,63405,63405,CRKLWD
819,East Midlands,63451,63451,WHMPSTM
820,East Midlands,63547,63547,CTRDJN
821,East Midlands,63551,63551,KNTSHTN
822,East Midlands,63551,63551,KNTSHTJ
823,East Midlands,63624,63624,DOKJNSP
824,East Midlands,63629,63629,STPXBOX
825,East Midlands,63630,63630,STPX
826,Sussex,72238,72238,NPOLEJ
827,Sussex,72238,72238,NPLE813
828,Sussex,72238,72238,NPLE818
829,Sussex,72238,72238,NPLE816
830,Sussex,72241,72241,KENOLYM
831,Sussex,72242,72242,SHPDSB
832,Sussex,72243,72243,WBRMPTN
833,Sussex,72244,72244,NPLETB
834,Sussex,72245,72245,CSEAH
835,Sussex,86343,86343,EMSWTH
836,Sussex,86353,86353,SBOURNE
837,Sussex,86363,86363,NUTBORN
838,Sussex,86373,86373,BOSHAM
839,Sussex,86383,86383,FSHBORN
840,Sussex,86424,86424,CHCHSTR
841,Sussex,86441,86441,BOGNORR
842,Sussex,86441,86441,BOGNCHS
843,Sussex,86441,86441,BOGNMR
844,Sussex,86451,86451,BRHM
845,Sussex,86461,86461,FORD
846,Sussex,86471,86471,LTLHMPT
847,Sussex,86474,86474,LTLHMJN
848,Sussex,87084,87084,DRKGW
849,Sussex,87085,87085,BTCHWTH
850,Sussex,87086,87086,DEPDENE
851,Sussex,87089,87089,REIGATE
852,Sussex,87199,87199,BATRSPJ
853,Sussex,87201,87201,VICTRIA
854,Sussex,87201,87201,VICTCRS
855,Sussex,87201,87201,VICTCRB
856,Sussex,87201,87201,VICTRIC
857,Sussex,87201,87201,VICTRIE
858,Sussex,87201,87201,VICT9
859,Sussex,87201,87201,VICT10
860,Sussex,87201,87201,VICT11
861,Sussex,87201,87201,VICT12
862,Sussex,87201,87201,VICT13
863,Sussex,87201,87201,VICT14
864,Sussex,87201,87201,VICT15
865,Sussex,87201,87201,VICT16
866,Sussex,87201,87201,VICT17
867,Sussex,87201,87201,VICT18
868,Sussex,87201,87201,VICT19
869,Sussex,87201,87201,VICTRCR
870,Sussex,87203,87203,BATRSPK
871,Sussex,87209,87209,CLPHHS
872,Sussex,87220,87220,WANDCMN
873,Sussex,87222,87222,BALHAM
874,Sussex,87239,87239,BATRSYD
875,Sussex,87239,87239,BATRPHS
876,Sussex,87239,87239,BATRSH
877,Sussex,87323,87323,WIMLCHS
878,Sussex,87327,87327,SMERTON
879,Sussex,87331,87331,MORDENS
880,Sussex,87335,87335,SHLIER
881,Sussex,87339,87339,SUTTONC
882,Sussex,87597,87597,NEWXUCS
883,Sussex,87600,87600,BRC4449
884,Sussex,87608,87608,NDULWCH
885,Sussex,87611,87611,TULSEH
886,Sussex,87613,87613,STRETHM
887,Sussex,87614,87614,TOOTING
888,Sussex,87615,87615,HYDNSRD
889,Sussex,87617,87617,STRESJN
890,Sussex,87617,87617,STRE171
891,Sussex,87618,87618,STRETJN
892,Sussex,87620,87620,STRHCSD
893,Sussex,87620,87620,STRHDS
894,Sussex,87620,87620,STRHEX
895,Sussex,87620,87620,STRHSH
896,Sussex,87620,87620,STRHUS
897,Sussex,87621,87621,STRHILL
898,Sussex,87622,87622,WNORWOD
899,Sussex,87624,87624,GIPSYH
900,Sussex,87625,87625,CRYSTLP
901,Sussex,87626,87626,SYDENHM
902,Sussex,87627,87627,FORESTH
903,Sussex,87628,87628,HONROPK
904,Sussex,87629,87629,BROCKLY
905,Sussex,87631,87631,STRHCOM
906,Sussex,87632,87632,CRYS167
907,Sussex,87633,87633,NORBURY
908,Sussex,87635,87635,THTH
909,Sussex,87637,87637,SELHRST
910,Sussex,87640,87640,NORWBOP
911,Sussex,87640,87640,NORWDFJ
912,Sussex,87643,87643,NORWDJ
913,Sussex,87644,87644,ANERLEY
914,Sussex,87645,87645,PENEW
915,Sussex,87648,87648,SELHGRJ
916,Sussex,87651,87651,WCROYDN
917,Sussex,87659,87659,ESTFLDS
918,Sussex,87661,87661,MITCHMJ
919,Sussex,87662,87662,WADDON
920,Sussex,87663,87663,WALNGTN
921,Sussex,87665,87665,CRSHLTB
922,Sussex,87667,87667,HKBG
923,Sussex,87669,87669,CRSHLTN
924,Sussex,87671,87671,SUTTON
925,Sussex,87673,87673,WSUTTON
926,Sussex,87675,87675,BELM
927,Sussex,87677,87677,BANSTED
928,Sussex,87678,87678,CHEAM
929,Sussex,87679,87679,EWELLE
930,Sussex,87687,87687,DORKING
931,Sussex,87692,87692,EPSDNS
932,Sussex,87701,87701,ECROYDN
933,Sussex,87701,87701,CLPH049
934,Sussex,87701,87701,CLPH122
935,Sussex,87703,87703,REEDHMS
936,Sussex,87704,87704,SCROYDN
937,Sussex,87706,87706,CATERHM
938,Sussex,87706,87706,CATECHS
939,Sussex,87707,87707,TATNHMC
940,Sussex,87708,87708,TADWTH
941,Sussex,87709,87709,KGWD
942,Sussex,87710,87710,CHSD
943,Sussex,87711,87711,WDMNSTR
944,Sussex,87712,87712,MERSTHM
945,Sussex,87713,87713,COLSTWN
946,Sussex,87722,87722,REDHILL
947,Sussex,87722,87722,REDH487
948,Sussex,87722,87722,REDHTBS
949,Sussex,87731,87731,NUTFILD
950,Sussex,87743,87743,SDSD
951,Sussex,87744,87744,RDLSDWN
952,Sussex,87745,87745,UWRLNGH
953,Sussex,87746,87746,WLDNGHM
954,Sussex,87751,87751,OXTED
955,Sussex,87753,87753,HRSTGRN
956,Sussex,87755,87755,LINGFLD
957,Sussex,87757,87757,DORMANS
958,Sussex,87759,87759,EGRNSTD
959,Sussex,87760,87760,EDNT
960,Sussex,87761,87761,COWDEN
961,Sussex,87762,87762,HEVER
962,Sussex,87763,87763,ASHURST
963,Sussex,87764,87764,ERIDGE
964,Sussex,87766,87766,CBGH
965,Sussex,87768,87768,BXTD
966,Sussex,87769,87769,UCKFILD
967,Sussex,87800,87800,PURLEYO
968,Sussex,87801,87801,PURLEY
969,Sussex,87801,87801,PURL091
970,Sussex,87801,87801,PRLYCHS
971,Sussex,87810,87810,KNLY
972,Sussex,87811,87811,WHYTELF
973,Sussex,87812,87812,WHYTLFS
974,Sussex,87899,87899,SNSTGF
975,Sussex,87900,87900,COLSDNS
976,Sussex,87901,87901,SNSTJN
977,Sussex,87903,87903,EARLSWD
978,Sussex,87903,87903,EARL206
979,Sussex,87905,87905,SALFDS
980,Sussex,87909,87909,HORLEY
981,Sussex,87911,87911,GTWK
982,Sussex,87920,87920,THBDGS
983,Sussex,87920,87920,THBDHSD
984,Sussex,87920,87920,THBDLP
985,Sussex,87927,87927,BALCMTJ
986,Sussex,87931,87931,CRAWLEY
987,Sussex,87933,87933,IFIELD
988,Sussex,87935,87935,FAYGATE
989,Sussex,87936,87936,LHVN
990,Sussex,87937,87937,HLMW
991,Sussex,87938,87938,OCKLYAC
992,Sussex,87939,87939,WARNHAM
993,Sussex,87941,87941,HORSHAM
994,Sussex,87941,87941,HORSUL
995,Sussex,87941,87941,HORS76
996,Sussex,87948,87948,CHRSTSH
997,Sussex,87951,87951,BILSHST
998,Sussex,87954,87954,PULBRO
999,Sussex,87957,87957,AMLY
1000,Sussex,87958,87958,ARUNDEL
1001,Sussex,87959,87959,ARUNDLJ
1002,Sussex,87963,87963,BALCOMB
1003,Sussex,87967,87967,HYWRDSH
1004,Sussex,87969,87969,WVLSFLD
1005,Sussex,87971,87971,BURGESH
1006,Sussex,87973,87973,HASOCKS
1007,Sussex,87975,87975,PRSP
1008,Sussex,87980,87980,BRGHTN
1009,Sussex,87980,87980,HOVE673
1010,Sussex,87980,87980,HOVE674
1011,Sussex,87985,87985,ALDTON
1012,Sussex,87986,87986,PSLDAWH
1013,Sussex,87987,87987,FSHRSGT
1014,Sussex,87988,87988,STHWICK
1015,Sussex,87991,87991,SHRHMBS
1016,Sussex,87993,87993,EWRTHNG
1017,Sussex,87994,87994,LNCG
1018,Sussex,87995,87995,WORTHNG
1019,Sussex,87996,87996,DRNGTOS
1020,Sussex,87997,87997,GORNGBS
1021,Sussex,87998,87998,ANGMRNG
1022,Sussex,88103,88103,HOVE
1023,Sussex,88111,88111,WWRTHNG
1024,Sussex,88141,88141,BRGHLRD
1025,Sussex,88161,88161,MLSECMB
1026,Sussex,88181,88181,FAMR
1027,Sussex,88201,88201,PLMPTON
1028,Sussex,88211,88211,COKSBDG
1029,Sussex,88221,88221,LEWES
1030,Sussex,88222,88222,LEWES58
1031,Sussex,88226,88226,SESARDM
1032,Sussex,88231,88231,NEWHVNT
1033,Sussex,88236,88236,NEWHVNH
1034,Sussex,88237,88237,NEWHVNM
1035,Sussex,88238,88238,BSSN
1036,Sussex,88239,88239,SEAFORD
1037,Sussex,88242,88242,GLYNDE
1038,Sussex,88246,88246,BERWICK
1039,Sussex,88248,88248,POLGATE
1040,Sussex,88249,88249,WILDJN
1041,Sussex,88252,88252,HMPDNPK
1042,Sussex,88254,88254,EBOURNE
1043,Sussex,88269,88269,CODNBCH
1044,Sussex,88270,88270,PVNSYBY
1045,Sussex,88271,88271,PVNSYAW
1046,Sussex,88272,88272,NRMNSBY
1047,Sussex,88274,88274,CTNG
1048,Sussex,88275,88275,BEXHILL
1049,Sussex,88312,88312,BIRKBCK
1050,Wessex,74234,74234,RDNGSJN
1051,Wessex,74236,74236,RDNG4AB
1052,Wessex,74246,74246,RDNGSTJ
1053,Wessex,74273,74273,REDGGPK
1054,Wessex,82311,82311,YOVILPM
1055,Wessex,82313,82313,THFORD
1056,Wessex,82314,82314,YTMNSTR
1057,Wessex,82315,82315,CHETNOL
1058,Wessex,82316,82316,MDNNWTN
1059,Wessex,82332,82332,GLHM
1060,Wessex,82334,82334,TISBRYL
1061,Wessex,82335,82335,TISBURY
1062,Wessex,82338,82338,TMPCMB
1063,Wessex,82338,82338,TMPCMSB
1064,Wessex,82338,82338,HENXRDS
1065,Wessex,82339,82339,SHERBRN
1066,Wessex,82341,82341,YOVILJN
1067,Wessex,82341,82341,YOVIJMS
1068,Wessex,82341,82341,YOVIJDP
1069,Wessex,83458,83458,FENITON
1070,Wessex,83460,83460,WHIMPLE
1071,Wessex,83461,83461,HONITON
1072,Wessex,83466,83466,AXMNSTR
1073,Wessex,83468,83468,CHRDJSB
1074,Wessex,83470,83470,CRKRN
1075,Wessex,86002,86002,ESHER
1076,Wessex,86003,86003,HERSHAM
1077,Wessex,86004,86004,WONT
1078,Wessex,86005,86005,WEYBDGE
1079,Wessex,86005,86005,WEYBETC
1080,Wessex,86005,86005,WEYBDGB
1081,Wessex,86007,86007,WEYB102
1082,Wessex,86011,86011,ADLESTN
1083,Wessex,86012,86012,CHTSEY
1084,Wessex,86020,86020,FRNB100
1085,Wessex,86022,86022,BYFLANH
1086,Wessex,86023,86023,WBYFLET
1087,Wessex,86031,86031,WOKIV84
1088,Wessex,86031,86031,WOKING
1089,Wessex,86031,86031,WOKINGB
1090,Wessex,86031,86031,WOKI119
1091,Wessex,86031,86031,WOKIV28
1092,Wessex,86031,86031,WOKI214
1093,Wessex,86031,86031,WOKIV57
1094,Wessex,86040,86040,WOKINGJ
1095,Wessex,86041,86041,BRKWOOD
1096,Wessex,86042,86042,FRBRMN
1097,Wessex,86042,86042,FRBRYW4
1098,Wessex,86045,86045,FLEET
1099,Wessex,86047,86047,WNCFILD
1100,Wessex,86049,86049,HOOK
1101,Wessex,86057,86057,WNCF103
1102,Wessex,86059,86059,MTIMER
1103,Wessex,86061,86061,BMLY
1104,Wessex,86066,86066,BSNGSTK
1105,Wessex,86066,86066,BSNGW30
1106,Wessex,86066,86066,BSNGSEB
1107,Wessex,86070,86070,OVTN
1108,Wessex,86071,86071,WHTCHRH
1109,Wessex,86074,86074,ANDOVER
1110,Wessex,86077,86077,GRATELY
1111,Wessex,86080,86080,WALRSAL
1112,Wessex,86081,86081,MCHLDVR
1113,Wessex,86083,86083,WNCHSTR
1114,Wessex,86084,86084,SHAWFD
1115,Wessex,86087,86087,ELGH
1116,Wessex,86087,86087,ELGH81
1117,Wessex,86101,86101,ROMSEY
1118,Wessex,86102,86102,ELGHEJN
1119,Wessex,86102,86102,ELGH230
1120,Wessex,86102,86102,ELGH222
1121,Wessex,86107,86107,MOTFONT
1122,Wessex,86108,86108,CSFD
1123,Wessex,86112,86112,DEAN
1124,Wessex,86122,86122,SLSBRY
1125,Wessex,86122,86122,SLSBY5B
1126,Wessex,86122,86122,SLSBY6B
1127,Wessex,86122,86122,SLSB43
1128,Wessex,86122,86122,SLSB52
1129,Wessex,86130,86130,ROMS882
1130,Wessex,86137,86137,WILTON
1131,Wessex,86139,86139,WNCF102
1132,Wessex,86201,86201,HEDGEND
1133,Wessex,86202,86202,BOTLEY
1134,Wessex,86202,86202,BOTL295
1135,Wessex,86215,86215,WOLSTON
1136,Wessex,86216,86216,BITERNE
1137,Wessex,86218,86218,SHOLING
1138,Wessex,86219,86219,NETLEY
1139,Wessex,86222,86222,HMBLE
1140,Wessex,86223,86223,BURSLDN
1141,Wessex,86225,86225,SWNWICK
1142,Wessex,86238,86238,FARE825
1143,Wessex,86241,86241,FAREHAM
1144,Wessex,86243,86243,FARENJN
1145,Wessex,86248,86248,PCHESTR
1146,Wessex,86292,86292,SHANKLN
1147,Wessex,86293,86293,LAKEIOW
1148,Wessex,86294,86294,SNDOWN
1149,Wessex,86295,86295,BRDING
1150,Wessex,86296,86296,SMALBRK
1151,Wessex,86297,86297,RYDS
1152,Wessex,86298,86298,RYDE
1153,Wessex,86299,86299,RYDP
1154,Wessex,86301,86301,COSHAM
1155,Wessex,86302,86302,COSHAMJ
1156,Wessex,86311,86311,PHBR
1157,Wessex,86311,86311,POMOHSP
1158,Wessex,86311,86311,CLRNCEP
1159,Wessex,86311,86311,POMOPLD
1160,Wessex,86313,86313,PSEA
1161,Wessex,86321,86321,FRATTON
1162,Wessex,86328,86328,FRATTNE
1163,Wessex,86332,86332,HILSEA
1164,Wessex,86339,86339,BDHMPTN
1165,Wessex,86341,86341,HAVANT
1166,Wessex,86342,86342,WRBLNGT
1167,Wessex,86495,86495,SOTPKWY
1168,Wessex,86497,86497,SWYTHLN
1169,Wessex,86499,86499,STDENYS
1170,Wessex,86501,86501,STDE704
1171,Wessex,86502,86502,STDE706
1172,Wessex,86520,86520,SOTON
1173,Wessex,86520,86520,SOTONSF
1174,Wessex,86520,86520,SOTONB
1175,Wessex,86520,86520,SOTONBS
1176,Wessex,86527,86527,MBRK
1177,Wessex,86527,86527,MBRK850
1178,Wessex,86703,86703,REDBDGE
1179,Wessex,86711,86711,TOTTON
1180,Wessex,86812,86812,FWLY
1181,Wessex,86812,86812,FWLYESO
1182,Wessex,86893,86893,LYNDHRD
1183,Wessex,86896,86896,BLIEURD
1184,Wessex,86901,86901,BKNHRST
1185,Wessex,86907,86907,LMTNTWN
1186,Wessex,86908,86908,LMTNPIR
1187,Wessex,86909,86909,SWAY
1188,Wessex,86911,86911,NMILTON
1189,Wessex,86913,86913,HINTONA
1190,Wessex,86915,86915,CHRISTC
1191,Wessex,86917,86917,POKSDWN
1192,Wessex,86921,86921,BOMO
1193,Wessex,86927,86927,BRANKSM
1194,Wessex,86929,86929,PSTONE
1195,Wessex,86935,86935,POOLE
1196,Wessex,86935,86935,POLEFT
1197,Wessex,86951,86951,HMWTHY
1198,Wessex,86954,86954,SWNANDN
1199,Wessex,86955,86955,SWNACFC
1200,Wessex,86961,86961,HOLTONH
1201,Wessex,86964,86964,WARHAM
1202,Wessex,86965,86965,WORGRTJ
1203,Wessex,86971,86971,WOOL
1204,Wessex,86975,86975,MORETON
1205,Wessex,86976,86976,DRCHS
1206,Wessex,86977,86977,DRCHW
1207,Wessex,86978,86978,UPWEY
1208,Wessex,86981,86981,WEYMTH
1209,Wessex,86981,86981,WEYMOCS
1210,Wessex,87001,87001,WINETGL
1211,Wessex,87002,87002,ERLY
1212,Wessex,87003,87003,WINERSH
1213,Wessex,87004,87004,WOKNGHM
1214,Wessex,87006,87006,CRWTHRN
1215,Wessex,87008,87008,SNDHRST
1216,Wessex,87009,87009,BCKWATR
1217,Wessex,87010,87010,FRBRNTH
1218,Wessex,87012,87012,NTHCAMP
1219,Wessex,87014,87014,ASHH
1220,Wessex,87016,87016,WANBRO
1221,Wessex,87016,87016,WANB199
1222,Wessex,87021,87021,ALTON
1223,Wessex,87024,87024,BNTEY
1224,Wessex,87026,87026,FARNHAM
1225,Wessex,87031,87031,ALDRSHT
1226,Wessex,87041,87041,ASHVALE
1227,Wessex,87045,87045,WRPLSDN
1228,Wessex,87052,87052,GUILDFD
1229,Wessex,87052,87052,GUILDFY
1230,Wessex,87055,87055,FRNCMB
1231,Wessex,87057,87057,GDLMING
1232,Wessex,87059,87059,MLFORD
1233,Wessex,87061,87061,WITLEY
1234,Wessex,87062,87062,HASLEMR
1235,Wessex,87064,87064,LIPHOOK
1236,Wessex,87065,87065,LISS
1237,Wessex,87066,87066,PTRSFLD
1238,Wessex,87067,87067,RWLNDSC
1239,Wessex,87068,87068,LRDGFD
1240,Wessex,87069,87069,CLANDON
1241,Wessex,87070,87070,HRSLEY
1242,Wessex,87071,87071,EFNGHMJ
1243,Wessex,87071,87071,EFNGS98
1244,Wessex,87071,87071,EFNGSHD
1245,Wessex,87072,87072,BOOKHAM
1246,Wessex,87074,87074,CBHMSDA
1247,Wessex,87081,87081,SHALFD
1248,Wessex,87082,87082,CHLWTH
1249,Wessex,87083,87083,GOMSHAL
1250,Wessex,87097,87097,FRIMLEY
1251,Wessex,87099,87099,CMBLEY
1252,Wessex,87100,87100,MHERON
1253,Wessex,87101,87101,BRACKNL
1254,Wessex,87102,87102,BAGSHOT
1255,Wessex,87103,87103,ASCOT
1256,Wessex,87104,87104,SUNNGDL
1257,Wessex,87105,87105,LNGCROS
1258,Wessex,87106,87106,VRGNWTR
1259,Wessex,87107,87107,EGHAM
1260,Wessex,87108,87108,WRYSBRY
1261,Wessex,87109,87109,SUNYMDS
1262,Wessex,87110,87110,DATCHET
1263,Wessex,87111,87111,WSORAER
1264,Wessex,87112,87112,VRGN491
1265,Wessex,87114,87114,STAINES
1266,Wessex,87114,87114,STAINSS
1267,Wessex,87117,87117,ASFDMSX
1268,Wessex,87121,87121,FELTHAM
1269,Wessex,87126,87126,WHTTON
1270,Wessex,87131,87131,TWCKNHM
1271,Wessex,87133,87133,STMGTS
1272,Wessex,87134,87134,STRWBYH
1273,Wessex,87135,87135,RICHMND
1274,Wessex,87137,87137,NSHEEN
1275,Wessex,87139,87139,MRTLKE
1276,Wessex,87141,87141,HOUNSLW
1277,Wessex,87142,87142,ISLEWTH
1278,Wessex,87143,87143,SYONLA
1279,Wessex,87144,87144,BNTFORD
1280,Wessex,87147,87147,KEWBDGE
1281,Wessex,87148,87148,CHISWCK
1282,Wessex,87149,87149,BARNES
1283,Wessex,87150,87150,BNSBDGE
1284,Wessex,87152,87152,PUTNEY
1285,Wessex,87153,87153,WDWTOWN
1286,Wessex,87153,87153,POINTPJ
1287,Wessex,87154,87154,KMPTNPK
1288,Wessex,87155,87155,SHEPRTN
1289,Wessex,87156,87156,UHALIFD
1290,Wessex,87157,87157,SUNBURY
1291,Wessex,87158,87158,HAMPTON
1292,Wessex,87159,87159,TEDNGTN
1293,Wessex,87160,87160,FULWELL
1294,Wessex,87161,87161,KGSTON
1295,Wessex,87162,87162,HAMWICK
1296,Wessex,87163,87163,NRBITON
1297,Wessex,87169,87169,NEWMLDN
1298,Wessex,87170,87170,BRLANDS
1299,Wessex,87171,87171,SURBITN
1300,Wessex,87179,87179,TDITTON
